Athlete_Name,Country,Coach,Team,Gold_Medals_Per_Country
Cruz Sandoval Brianda Tamara,Mexico,,,0.0
Romero Torres Rogelio,Mexico,,,0.0
Delgadillo Daniel,Mexico,,,0.0
Castillo Galindo Rut,Mexico,,,0.0
Corral Daniel,Mexico,,,0.0
Moreno Alexa,Mexico,,,0.0
Navarro Loza Dafne,Mexico,,,0.0
Zarazua Renata,Mexico,,,0.0
Olmos Giuliana,Mexico,,,0.0
Acosta Briseida,Mexico,,,0.0
Sansores Carlos,Mexico,,,0.0
Rodriguez Gabriela,Mexico,,,0.0
Ramirez Ramos Edson Ismael,Mexico,,,0.0
Ramirez Caballero Alejandra,Mexico,,,0.0
Orozco Diaz Jorge Martin,Mexico,,,0.0
Frayre Moctezuma Eder,Mexico,,,0.0
Salazar Vazquez Lizbeth Yareli,Mexico,,,0.0
Rubio Camargo Jose Luis,Mexico,,Gaxiola/Rubio,0.0
Schreuders Mikel,Aruba,,,
Ponson Allyson,Aruba,,,
Elhage Philip,Aruba,,,
Kontaveit Anett,Estonia,,,1.0
Kangert Tanel,Estonia,,,1.0
Pruus Peeter,Estonia,,,1.0
Beljajeva Julia,Estonia,,Estonia,1.0
Kirpu Erika,Estonia,,Estonia,1.0
Embrich Irina,Estonia,,Estonia,1.0
Pazhava Salome,Georgia,,,2.0
Lehis Katrina,Estonia,,Estonia,1.0
Erm Johannes,Estonia,,,1.0
Fosti Roman,Estonia,,,1.0
Nurme Tiidrek,Estonia,,,1.0
Uibo Maicel,Estonia,,,1.0
Tilga Karel,Estonia,,,1.0
Magi Rasmus,Estonia,,,1.0
Oiglane Janek,Estonia,,,1.0
Kivioja Kaidi,Estonia,,,1.0
Puusta Ingrid,Estonia,,,1.0
Rammo Karl-martin,Estonia,,,1.0
Makusha Ngoni,Zimbabwe,,,
Vititin Artur,Estonia,,,1.0
Maee Epp,Estonia,,,1.0
Antunovic Andela,Montenegro,,,
Radulovic Bosko,Montenegro,,,
Kentchadze Avtandil,Georgia,,,2.0
Gobadze Lasha,Georgia,,,2.0
Kajaia Iakobi,Georgia,,,2.0
Odikadze Elizbar,Georgia,,,2.0
Petriashvili Geno,Georgia,,,2.0
Melia Giorgi,Georgia,,,2.0
Zoidze Ramaz,Georgia,,,2.0
Gulelauri Lasha,Georgia,,,2.0
Abramyan Benik,Georgia,,,2.0
Khorava Bachana,Georgia,,,2.0
Shatirishvili Sopo,Georgia,,,2.0
Pekovic Jovana,Montenegro,,,
Mujaridze Giorgi,Georgia,,,2.0
Olesk Peeter,Estonia,,,1.0
Kandic Slaven,Montenegro,Gojkovic Vladimir,Montenegro,
Ivovic Aleksandar,Montenegro,Gojkovic Vladimir,Montenegro,
Banicevic Dusan,Montenegro,Gojkovic Vladimir,Montenegro,
Brguljan Drasko,Montenegro,Gojkovic Vladimir,Montenegro,
Dukic Milivoj,Montenegro,,,
Cuckovic Uros,Montenegro,Gojkovic Vladimir,Montenegro,
Popadic Vlado,Montenegro,Gojkovic Vladimir,Montenegro,
Perkovic Miroslav,Montenegro,Gojkovic Vladimir,Montenegro,
Petkovic Marko,Montenegro,Gojkovic Vladimir,Montenegro,
Tesanovic Petar,Montenegro,Gojkovic Vladimir,Montenegro,
Spaic Vladan,Montenegro,Gojkovic Vladimir,Montenegro,
Vidovic Stefan,Montenegro,Gojkovic Vladimir,Montenegro,
Matkovic Dusan,Montenegro,Gojkovic Vladimir,Montenegro,
Ukropina Aleksa,Montenegro,Gojkovic Vladimir,Montenegro,
Furtula Danijel,Montenegro,,,
Vukovic Marija,Montenegro,,,
Loiv Janika,Estonia,,,1.0
Salukvadze Nino,Georgia,,,2.0
Pantovic Jelena,Montenegro,,,
Arkania Gogita,Georgia,,,2.0
Vincent Scott,Zimbabwe,,,
Parnat Reena,Estonia,,,1.0
Katai Donata,Zimbabwe,,,
Wetzlar Peter,Zimbabwe,,,
Kuuba Kristin,Estonia,,,1.0
Must Raul,Estonia,,,1.0
Basilashvili Nikoloz,Georgia,,,2.0
Brnovic Tatjana,Montenegro,Savic Maja,Montenegro,
Grbic Itana,Montenegro,Savic Maja,Montenegro,
Babovic Anastasija,Montenegro,Savic Maja,Montenegro,
Despotovic Jelena,Montenegro,Savic Maja,Montenegro,
Klikovac Andrea,Montenegro,Savic Maja,Montenegro,
Jaukovic Durdina,Montenegro,Savic Maja,Montenegro,
Rajcic Marina,Montenegro,Savic Maja,Montenegro,
Pavicevic Ivona,Montenegro,Savic Maja,Montenegro,
Radicevic Jovanka,Montenegro,Savic Maja,Montenegro,
Vukcevic Nikolina,Montenegro,Savic Maja,Montenegro,
Mugosa Dijana,Montenegro,Savic Maja,Montenegro,
Nenezic Ljubica,Montenegro,Savic Maja,Montenegro,
Ramusovic Ema,Montenegro,Savic Maja,Montenegro,
Pletikosic Matea,Montenegro,Savic Maja,Montenegro,
Mehmedovic Majda,Montenegro,Savic Maja,Montenegro,
Purcell-gilpin Peter,Zimbabwe,,,
Chkheidze Goga,Georgia,,,2.0
Talakhadze Lasha,Georgia,,,2.0
Pliesnoi Anton,Georgia,,,2.0
Mishvelidze Shota,Georgia,,,2.0
Allikvee Martin,Estonia,,,1.0
Jefimova Eneli,Estonia,,,1.0
Zirk Kregor,Estonia,,,1.0
Imnadze Mariam,Georgia,,,2.0
Revishvili Irakli,Georgia,,,2.0
Endrekson Tonu,Estonia,,,1.0
Raja Allar,Estonia,,,1.0
Taimsoo Kaspar,Estonia,,,1.0
Udam Juri-mikk,Estonia,,,1.0
Bazadze Sandro,Georgia,,,2.0
Minaskin Grigori,Estonia,,,1.0
Alakhverdovi Sakhil,Georgia,,,2.0
Kharabadze Giorgi,Georgia,,,2.0
Madiev Eskerkhan,Georgia,,,2.0
Bekauri Lasha,Georgia,,,2.0
Chkhvimiani Lukhumi,Georgia,,,2.0
Grigalashvili Tato,Georgia,,,2.0
Levytska-shukvani Tetiana,Georgia,,,2.0
Shavdatuashvili Lasha,Georgia,,,2.0
Margvelashvili Vazha,Georgia,,,2.0
Liparteliani Varlam,Georgia,,,2.0
Tushishvili Guram,Georgia,,,2.0
Liparteliani Eteri,Georgia,,,2.0
Ellermann Dina,Estonia,,,1.0
Putri Melani,Indonesia,,,1.0
Toyyiba Vidya Rafika Rahmatan,Indonesia,,,1.0
Irawan Eko Yuli,Indonesia,,,1.0
Deni .,Indonesia,,,1.0
Akmal Nurul,Indonesia,,,1.0
Abdullah Rahmat Erwin,Indonesia,,,1.0
Aisah Windy Cantika,Indonesia,,,1.0
Tunjung Gregoria Mariska,Indonesia,,,1.0
Christie Jonatan,Indonesia,,,1.0
Greysia Polii,Indonesia,,,1.0
Ginting Anthony Sinisuka,Indonesia,,,1.0
Md Oktavianti,Indonesia,,,1.0
Ahsan Mohammad,Indonesia,,,1.0
Gideon Marcus Fernaldi,Indonesia,,,1.0
Sukamuljo Kevin Sanjaya,Indonesia,,,1.0
Setiawan Hendra,Indonesia,,,1.0
Jordan Praveen,Indonesia,,,1.0
Waida Rio,Indonesia,,,1.0
Tehupeiory Alvin,Indonesia,,,1.0
Zohri Lalu Muhammad,Indonesia,,,1.0
Dwi Pangestu Arif,Indonesia,,Indonesia,1.0
Choirunisa Diananda,Indonesia,,Indonesia,1.0
Salsabilla Riau Ega,Indonesia,,Indonesia,1.0
Prastyadi Alviyanto,Indonesia,,Indonesia,1.0
Permatahani Azzahra,Indonesia,,,1.0
Prawira Aflah,Indonesia,,,1.0
Soto Abril Ana Waleska,Guatemala,,,
Ruano Oliva Adriana,Guatemala,,,
Schaeffer Juan Ramon,Guatemala,,,
Dorjsuren Sumiya,Mongolia,,,0.0
Gantulga Altanbagana,Mongolia,,,0.0
Bold Gankhaich,Mongolia,,,0.0
Dashdavaa Amartuvshin,Mongolia,,,0.0
Tsend-ochir Tsogtbaatar,Mongolia,,,0.0
Mollaei Saeid,Mongolia,,,0.0
Lkhagvasuren Sosorbaram,Mongolia,,,0.0
Yondonperenlei Baskhuu,Mongolia,,,0.0
Lkhagvasuren Otgonbaatar,Mongolia,,,0.0
Munkhbat Urantsetseg,Mongolia,,,0.0
Ulziibayar Duurenbayar,Mongolia,,,0.0
Otgon Munkhtsetseg,Mongolia,,,0.0
Ramos Jose,Guatemala,,,
Aquino Rckaela Maree Ramos,Guam,,,
Erdenebat Tsendbaatar,Mongolia,,,0.0
Baatarsukh Chinzorig,Mongolia,,,0.0
Maegli Juan,Guatemala,,,
Munkhbat Myagmarjargal,Mongolia,,,0.0
Erdenebat Bilegsaikhan,Mongolia,,,0.0
Munkhjantsan Ankhtsetseg,Mongolia,,,0.0
Rodas Ochoa Manuel Oseas,Guatemala,,,
Enkhbat Lkhagvasuren,Mongolia,,,0.0
Batmunkh Bolorerdene,Mongolia,,,0.0
Ucelo Marroquin Scarleth,Guatemala,,,
Bishindee Urantungalag,Mongolia,,Mongolia,0.0
Baatarkhuyag Otgonbold,Mongolia,,Mongolia,0.0
Lopez Yulisa,Guatemala,,,
Andrew Joshter,Guam,,,
Fernandez Charles,Guatemala,,,
Tugade-watson Regine,Guam,,,
Enkhtaivan Chimeddolgor,Mongolia,,Mongolia,0.0
Bayasgalan Solongo,Mongolia,,Mongolia,0.0
Onolbaatar Khulan,Mongolia,,Mongolia,0.0
Munkhsaikhan Tserenlkham,Mongolia,,Mongolia,0.0
Martinez Luis Carlos,Guatemala,,,
Santis Gabriela,Guatemala,,,
Bayartsogt Munkhzaya,Mongolia,,,0.0
Bat-ochir Ser-od,Mongolia,,,0.0
Tseveenravdan Byambajav,Mongolia,,,0.0
Gomez Mineri Kurotori,Guam,,,
Stephens Jagger,Guam,,,
Enkhtaivan Davaakhuu,Mongolia,,,0.0
Otryad Gundegmaa,Mongolia,,,0.0
Oyunbat Yesugen,Mongolia,,,0.0
Tsolmonbaatar Anudari,Mongolia,,,0.0
Batbayar Enkhkhuslen,Mongolia,,,0.0
Myagmar Delgerkhuu,Mongolia,,,0.0
Calel Jose Oswaldo,Guatemala,,,
Barrondo Bernardo Uriel,Guatemala,,,
Grijalva Luis,Guatemala,,,
Barrondo Jose Alejandro,Guatemala,,,
Barrondo Erick Bernabe,Guatemala,,,
Sanchez Luis Angel,Guatemala,,,
Perez Mayra,Guatemala,,,
Ortiz Jose,Guatemala,,,
Ortiz Mirna,Guatemala,,,
Bat Ochir Bolortuya,Mongolia,,,0.0
Boldsaikhan Khongorzul,Mongolia,,,0.0
Khurelkhuu Bolortuya,Mongolia,,,0.0
Erdenebat Bekhbayar,Mongolia,,,0.0
Soronzonbold Battsetseg,Mongolia,,,0.0
Tumur Ochir Tulga,Mongolia,,,0.0
Tsogt Ochir Namuuntsetseg,Mongolia,,,0.0
Ochirbat Burmaa,Mongolia,,,0.0
Munkhtur Lkhagvagerel,Mongolia,,,0.0
Cordon Kevin,Guatemala,,,
Sotomayor Nikte Alejandra,Guatemala,,,
Aboud Hadel,Libya,,,
Gurbanli Aisha,Azerbaijan,,,0.0
Kotsoiev Zelym,Azerbaijan,,,0.0
Kindzerska Iryna,Azerbaijan,,,0.0
Huseynov Karamat,Azerbaijan,,,0.0
Kokauri Ushangi,Azerbaijan,,,0.0
Fatiyev Murad,Azerbaijan,,,0.0
Mehdiyev Mammadali,Azerbaijan,,,0.0
Orujov Rustam,Azerbaijan,,,0.0
Safarov Orkhan,Azerbaijan,,,0.0
Lunev Ruslan,Azerbaijan,,,0.0
Ghambour Alhussein,Libya,,,
Asadov Elchin,Azerbaijan,,,0.0
Tikhonov Ivan,Azerbaijan,,,0.0
Nekrasova Marina,Azerbaijan,,,0.0
Sheikhalizadehkhanghah Mariam,Azerbaijan,,,0.0
Shemberev Maksym,Azerbaijan,,,0.0
Babayev Nazim,Azerbaijan,,,0.0
Skydan Hanna,Azerbaijan,,,0.0
Farzaliyev Firdovsi,Azerbaijan,,,0.0
Aghayev Rafael,Azerbaijan,,,0.0
Zaretska Iryna,Azerbaijan,,,0.0
Alimuradova Laman,Azerbaijan,,Azerbaijan,0.0
Aghamirova Zohra,Azerbaijan,,Azerbaijan,0.0
Hummatova Zeynab,Azerbaijan,,Azerbaijan,0.0
Luzan Yelyzaveta,Azerbaijan,,Azerbaijan,0.0
Samadova Narmina,Azerbaijan,,Azerbaijan,0.0
Sorokina Darya,Azerbaijan,,Azerbaijan,0.0
Alfonso Dominguez Loren Berto,Azerbaijan,,,0.0
Chalabiyev Javid,Azerbaijan,,,0.0
Sotomayor Collazo Lorenzo,Azerbaijan,,,0.0
Bashta Anna,Azerbaijan,,,0.0
Omar Ali,Libya,,,
Hassouna Audai Rushdi Hamed,Libya,,,
Dwicahyo Ade Resky,Azerbaijan,,,0.0
Gadzhiyev Khadzhimurad,Azerbaijan,,,0.0
Abbasov Islam,Azerbaijan,,,0.0
Aliyev Haji,Azerbaijan,,,0.0
Huseynov Rafig,Azerbaijan,,,0.0
Sharifov Sharif,Azerbaijan,,,0.0
Manolova Elis,Azerbaijan,,,0.0
Pevtsov Rostislav,Azerbaijan,,,0.0
Stadnik Mariya,Azerbaijan,,,0.0
Azizova Farida,Azerbaijan,,,0.0
Beigi Harchegani Milad,Azerbaijan,,,0.0
James Kirani,Grenada,,,0.0
Victor Lindon,Grenada,,,0.0
Rodney Meleni,Grenada,,,0.0
Peters Anderson,Grenada,,,0.0
Felix Delron,Grenada,,,0.0
Ince Kimberly,Grenada,,,0.0
Adams Taeyanna,Federated States of Micronesia,,,
Limtiaco Tasi,Federated States of Micronesia,,,
Fiti Scott James,Federated States of Micronesia,,,
Davtyan Artur,Armenia,,,0.0
Barseghyan Artur,Armenia,,,0.0
Manucharyan Varsenik,Armenia,,,0.0
Karapetian Ferdinand,Armenia,,,0.0
Aghasyan Levon,Armenia,,,0.0
Aleksanyan Artur,Armenia,,,0.0
Harutyunyan Arsen,Armenia,,,0.0
Chalyan Karapet,Armenia,,,0.0
Aslanyan Karen,Armenia,,,0.0
Tevanyan Vazgen,Armenia,,,0.0
Melikyan Armen,Armenia,,,0.0
Martirosyan Simon,Armenia,,,0.0
Yaylyan Izabella,Armenia,,,0.0
Karapetyan Elmira,Armenia,,,0.0
Darchinyan Arman,Armenia,,,0.0
Soghomonyan Koryun,Armenia,,,0.0
Hammed Mohamed,Tunisia,,Tunisia,1.0
Elwalid Rihab,Tunisia,,Tunisia,1.0
Boubakri Ines,Tunisia,,Tunisia,1.0
Besbes Sarra,Tunisia,,Tunisia,1.0
Daghfous Yasmine,Tunisia,,Tunisia,1.0
Ben Azizi Nadia,Tunisia,,Tunisia,1.0
Ferjani Fares,Tunisia,,Tunisia,1.0
Ben Chaabane Amira,Tunisia,,Tunisia,1.0
Samandi Mohamed,Tunisia,,Tunisia,1.0
Gharbi Mehdi,Tunisia,,,1.0
Guezguez Eya,Tunisia,,,1.0
Guezguez Sarra,Tunisia,,,1.0
Rahali Rania,Tunisia,,,1.0
Mellouli Oussama,Tunisia,,,1.0
Ayouni Abdessalem,Tunisia,,,1.0
Bouzayani Marwa,Tunisia,,,1.0
Touati Mohamed,Tunisia,,,1.0
Alothmani Ala,Tunisia,,,1.0
Charni Olfa,Tunisia,,,1.0
Jendoubi Mohamed Khalil,Tunisia,,,1.0
Bahloul Ramzi,Tunisia,,,1.0
Bacha Aymen,Tunisia,,,1.0
Ben Hnia Karem,Tunisia,,,1.0
Jabeur Ons,Tunisia,,,1.0
Rahmouni Chaima,Tunisia,,,1.0
Landoulsi Nouha,Tunisia,,,1.0
Guennichi Amine,Tunisia,,,1.0
Bouseta Siwar,Tunisia,,,1.0
Dakhlaoui Haithem,Tunisia,,,1.0
Achouri Haikel,Tunisia,,,1.0
Amri Marwa,Tunisia,,,1.0
Hamdi Sarra,Tunisia,,,1.0
Saadaoui Mohamed,Tunisia,,,1.0
Maafi Lamjed,Tunisia,,,1.0
Sghaier Zaineb,Tunisia,,,1.0
Khelifi Ghofran,Tunisia,,,1.0
Cheikh Rouhou Nihel,Tunisia,,,1.0
Landolsi Nihel,Tunisia,,,1.0
Homrani Ep Zayani Mariem,Tunisia,,,1.0
Hlimi Ep Moulahi Khouloud,Tunisia,,,1.0
Ben Ismail Afef,Tunisia,,,1.0
Ettaieb Nour Elhouda,Tunisia,,,1.0
Khattali Ghailene,Tunisia,,,1.0
Krimi Khadija,Tunisia,,,1.0
Hafnaoui Ahmed,Tunisia,,,1.0
Fahnbulleh Joseph,Liberia,,,
Matadi Emmanuel,Liberia,,,
Morrison Ebony,Liberia,,,
Garci Fadwa,Tunisia,,,1.0
Hmam Adam,Tunisia,,,1.0
David Cergia,Honduras,,,
Horrego Julio,Honduras,,,
Avila Mancia Julimar,Honduras,,,
Avila Ramirez Keyla Paola,Honduras,,,
Zarco Alvarez Ivan,Honduras,,,
Elvir Samuel,Honduras,Falero Miguel,Honduras,
Decas Wesly,Honduras,Falero Miguel,Honduras,
Alvarez Jorge,Honduras,Falero Miguel,Honduras,
Garcia Jose,Honduras,Falero Miguel,Honduras,
Benguche Jorge,Honduras,Falero Miguel,Honduras,
Guity Alex,Honduras,Falero Miguel,Honduras,
Perello Michael,Honduras,Falero Miguel,Honduras,
Melendez Carlos,Honduras,Falero Miguel,Honduras,
Pineda Carlos,Honduras,Falero Miguel,Honduras,
Obregon Juan,Honduras,Falero Miguel,Honduras,
Nunez Jonathan,Honduras,Falero Miguel,Honduras,
Rivas Rigoberto,Honduras,Falero Miguel,Honduras,
Moya Brayan,Honduras,Falero Miguel,Honduras,
Palma Luis,Honduras,Falero Miguel,Honduras,
Rodriguez Edwin,Honduras,Falero Miguel,Honduras,
Oliva Elvin,Honduras,Falero Miguel,Honduras,
Melendez Cristopher,Honduras,Falero Miguel,Honduras,
Maldonado Denil,Honduras,Falero Miguel,Honduras,
Pinto Jose,Honduras,Falero Miguel,Honduras,
Ramos Bryan,Honduras,Falero Miguel,Honduras,
Prince Aaron Solomon,Trinidad and Tobago,,,
Lewis Andrew,Trinidad and Tobago,,,
Carter Dylan,Trinidad and Tobago,,,
Thompson Cherelle,Trinidad and Tobago,,,
Chow Felice Aisha,Trinidad and Tobago,,,
Benjamin Kion,Trinidad and Tobago,,Trinidad & Tobago,
Colthrust Adell,Trinidad and Tobago,,Trinidad & Tobago,
Hackett Semoy,Trinidad and Tobago,,Trinidad & Tobago,
Gittens Tyra,Trinidad and Tobago,,Trinidad & Tobago,
Greaux Kyle,Trinidad and Tobago,,Trinidad & Tobago,
Baptiste Kelly-ann,Trinidad and Tobago,,Trinidad & Tobago,
Cedenio Machel,Trinidad and Tobago,,Trinidad & Tobago,
Harrison Eric,Trinidad and Tobago,,Trinidad & Tobago,
Ahye Michelle-lee,Trinidad and Tobago,,Trinidad & Tobago,
Farinha Jonathan,Trinidad and Tobago,,Trinidad & Tobago,
Selvon Kai,Trinidad and Tobago,,Trinidad & Tobago,
Thompson Richard,Trinidad and Tobago,,Trinidad & Tobago,
Lara Che,Trinidad and Tobago,,Trinidad & Tobago,
Wright Andwuelle,Trinidad and Tobago,,Trinidad & Tobago,
Richards Jereem,Trinidad and Tobago,,Trinidad & Tobago,
St. Fort Khalifa,Trinidad and Tobago,,Trinidad & Tobago,
St. Hillaire Dwight,Trinidad and Tobago,,Trinidad & Tobago,
Stanisclaus Ayla,Trinidad and Tobago,,Trinidad & Tobago,
Walcott Keshorn,Trinidad and Tobago,,Trinidad & Tobago,
Warren Portious,Trinidad and Tobago,,Trinidad & Tobago,
Lendore Deon,Trinidad and Tobago,,Trinidad & Tobago,
Mcknight Sparkle,Trinidad and Tobago,,Trinidad & Tobago,
Campbell Teniel,Trinidad and Tobago,,,
Wood Gabriella,Trinidad and Tobago,,,
Browne Kwesi,Trinidad and Tobago,,,
Paul Nicholas,Trinidad and Tobago,,,
Almutairi Saeid,Saudi Arabia,,,0.0
Bu Arish Yousif,Saudi Arabia,,,0.0
Alsaleem Seraj Abdulrahim M,Saudi Arabia,,,0.0
Alhumayd Mahmoud Mohammed S,Saudi Arabia,,,0.0
Hamedi Tareg,Saudi Arabia,,,0.0
Aldabbagh Yasmeen,Saudi Arabia,,,0.0
Al Yassin Mazen Moutan,Saudi Arabia,,,0.0
Alireza Husein,Saudi Arabia,,,0.0
Alkhadrawi Ali,Saudi Arabia,,,0.0
Alqahtani Tahani,Saudi Arabia,,,0.0
Hamad Sulaiman,Saudi Arabia,,,0.0
Ambala Atuhaire Ogola,Uganda,,,2.0
Namutebi Kirabo,Uganda,,,2.0
Cheptegei Joshua,Uganda,,,2.0
Kiprotich Stephen,Uganda,,,2.0
Chebet Esther,Uganda,,,2.0
Chekwel Juliet,Uganda,,,2.0
Chemutai Immaculate,Uganda,,,2.0
Chemongesi Filex,Uganda,,,2.0
Chelangat Sarah,Uganda,,,2.0
Chemutai Peruth,Uganda,,,2.0
Chelangat Mercyline,Uganda,,,2.0
Chesang Prisca,Uganda,,,2.0
Chelimo Oscar,Uganda,,,2.0
Kiplimo Jacob,Uganda,,,2.0
Chemutai Albert,Uganda,,,2.0
Kissa Stephen,Uganda,,,2.0
Nanyondo Winnie,Uganda,,,2.0
Musagala Ronald,Uganda,,,2.0
Shida Leni,Uganda,,,2.0
Nakaayi Halimah,Uganda,,,2.0
Bwogi Shadiri,Uganda,,,2.0
Ssemujju Kavuma David,Uganda,,,2.0
Nanziri Catherine,Uganda,,,2.0
Noble Kathleen,Uganda,,,2.0
Diekmann Maike,Namibia,,,0.0
Jonas Jonas,Namibia,,,0.0
Johannes Helalia,Namibia,,,0.0
Mboma Christine,Namibia,,,0.0
Rainhold Tomas Hilifa,Namibia,,,0.0
Masilingi Beatrice,Namibia,,,0.0
De Lange Tristan,Namibia,,,0.0
Looser Vera,Namibia,,,0.0
Seidler Phillip,Namibia,,,0.0
Vorster Michelle,Namibia,,,0.0
Miller Alex,Namibia,,,0.0
Klingler Petra,Switzerland,,,3.0
Desplanches Jeremy,Switzerland,,Switzerland,3.0
Djakovic Antonio,Switzerland,,Switzerland,3.0
Mamie Lisa,Switzerland,,Switzerland,3.0
Ugolkova Maria,Switzerland,,Switzerland,3.0
Ponti Noe,Switzerland,,Switzerland,3.0
Mityukov Roman,Switzerland,,Switzerland,3.0
Gulich Andrin,Switzerland,,,3.0
Delarze Barnabe,Switzerland,,,3.0
Gmelin Jeannine,Switzerland,,,3.0
Jacquot Paul,Switzerland,,,3.0
Kessler Markus,Switzerland,,,3.0
Schuerch Joel,Switzerland,,,3.0
Roeoesli Roman,Switzerland,,,3.0
Merz Patricia,Switzerland,,,3.0
Rol Frederique,Switzerland,,,3.0
Hirschi Marc,Switzerland,,,3.0
Maeder Gino,Switzerland,,,3.0
Schaer Michael,Switzerland,,,3.0
Kueng Stefan,Switzerland,,,3.0
Reusser Marlen,Switzerland,,,3.0
Heimberg Michelle,Switzerland,,,3.0
Annen Jolanda,Switzerland,,Switzerland,3.0
Salvisberg Andrea,Switzerland,,Switzerland,3.0
Studer Max,Switzerland,,Switzerland,3.0
Spirig Nicola,Switzerland,,Switzerland,3.0
Fahrni Linda,Switzerland,,,3.0
Cujean Lucien,Switzerland,,,3.0
Jayet Maud,Switzerland,,,3.0
Siegenthaler Maja,Switzerland,,,3.0
Schneiter Sebastien,Switzerland,,,3.0
Sanz Lanz Mateo,Switzerland,,,3.0
Graf David,Switzerland,,,3.0
Claessens Zoe,Switzerland,,,3.0
Marquart Simon M.,Switzerland,,,3.0
Heinzer Max,Switzerland,,Switzerland,3.0
Steffen Benjamin,Switzerland,,Switzerland,3.0
Malcotti Lucas,Switzerland,,Switzerland,3.0
Niggeler Michele,Switzerland,,Switzerland,3.0
Moret Rachel,Switzerland,,,3.0
Quirici Elena,Switzerland,,,3.0
Bencic Belinda,Switzerland,,,3.0
Golubic Viktorija,Switzerland,,,3.0
Braendle Naemi,Switzerland,,,3.0
Koechlin Thomas,Switzerland,,,3.0
Dougoud Martin,Switzerland,,,3.0
Marx Alena,Switzerland,,,3.0
Jaquet Sabrina,Switzerland,,,3.0
Reichmuth Stefan,Switzerland,,,3.0
Del Ponte Ajla,Switzerland,,Switzerland,3.0
Dietsche Riccarda,Switzerland,,Switzerland,3.0
King Sarah,Switzerland,,Switzerland,3.0
Joseph Jason,Switzerland,,Switzerland,3.0
Kora Salome,Switzerland,,Switzerland,3.0
Fuchs Martin,Switzerland,,,3.0
Hoffmann Lore,Switzerland,,Switzerland,3.0
Giger Yasmin,Switzerland,,Switzerland,3.0
Kambundji Mujinga,Switzerland,,Switzerland,3.0
Gasch Loic,Switzerland,,Switzerland,3.0
Balsiger Bryan,Switzerland,,,3.0
Hodel Andrina,Switzerland,,Switzerland,3.0
Hussein Kariem,Switzerland,,Switzerland,3.0
Guerdat Steve,Switzerland,,,3.0
Godel Robin,Switzerland,,,3.0
Abraham Tadesse,Switzerland,,Switzerland,3.0
Atcho Sarah,Switzerland,,Switzerland,3.0
Kambundji Ditaji,Switzerland,,Switzerland,3.0
Johner Melody,Switzerland,,,3.0
Fahr Annina,Switzerland,,Switzerland,3.0
Bodenmuller Eveline,Switzerland,,,3.0
Sclabas Delia,Switzerland,,Switzerland,3.0
Wilson Alex,Switzerland,,Switzerland,3.0
Reinle Cynthia,Switzerland,,Switzerland,3.0
Lemmens Silke,Switzerland,,Switzerland,3.0
Strahl Martina,Switzerland,,Switzerland,3.0
Petrucciani Ricky,Switzerland,,Switzerland,3.0
Sprunger Lea,Switzerland,,Switzerland,3.0
Pellaud Rachel,Switzerland,,Switzerland,3.0
Wanders Julien,Switzerland,,Switzerland,3.0
Wicki Silvan,Switzerland,,Switzerland,3.0
Moser Angelica,Switzerland,,Switzerland,3.0
Schlumpf Fabienne,Switzerland,,Switzerland,3.0
Wettstein Estelle,Switzerland,,,3.0
Lang Salome,Switzerland,,Switzerland,3.0
Raess Jonas,Switzerland,,Switzerland,3.0
Reais William,Switzerland,,Switzerland,3.0
Vogg Felix,Switzerland,,,3.0
Colombo Filippo,Switzerland,,,3.0
Flueckiger Mathias,Switzerland,,,3.0
Indergand Linda,Switzerland,,,3.0
Frei Sina,Switzerland,,,3.0
Neff Jolanda,Switzerland,,,3.0
Schurter Nino,Switzerland,,,3.0
Christen Nina,Switzerland,,,3.0
Diethelm Gerber Heidi,Switzerland,,,3.0
Metraux Kim,Switzerland,,,3.0
Valenzuela Albane,Switzerland,,,3.0
Ducarroz Nikita,Switzerland,,,3.0
Gischard Benjamin,Switzerland,,Switzerland,3.0
Baumann Christian,Switzerland,,Switzerland,3.0
Braegger Pablo,Switzerland,,Switzerland,3.0
Yusof Eddy,Switzerland,,Switzerland,3.0
Froidevaux Robin,Switzerland,,Switzerland,3.0
Bissegger Stefan,Switzerland,,Switzerland,3.0
Thiery Cyrille,Switzerland,,Switzerland,3.0
Thiebaud Valere,Switzerland,,Switzerland,3.0
Schir Thery,Switzerland,,Switzerland,3.0
Schmid Mauro,Switzerland,,Switzerland,3.0
Betschart Nina,Switzerland,,"Verge-Depre, A./Heidrich",3.0
Betschart Nina,Switzerland,,Huberli/Betschart,3.0
Betschart Nina,Switzerland,,Heidrich/Gerson,3.0
Gerson Mirco,Switzerland,,"Verge-Depre, A./Heidrich",3.0
Gerson Mirco,Switzerland,,Huberli/Betschart,3.0
Gerson Mirco,Switzerland,,Heidrich/Gerson,3.0
Heidrich Joana,Switzerland,,"Verge-Depre, A./Heidrich",3.0
Heidrich Joana,Switzerland,,Huberli/Betschart,3.0
Heidrich Joana,Switzerland,,Heidrich/Gerson,3.0
Heidrich Adrian,Switzerland,,"Verge-Depre, A./Heidrich",3.0
Heidrich Adrian,Switzerland,,Huberli/Betschart,3.0
Heidrich Adrian,Switzerland,,Heidrich/Gerson,3.0
Verge-depre Anouk,Switzerland,,"Verge-Depre, A./Heidrich",3.0
Verge-depre Anouk,Switzerland,,Huberli/Betschart,3.0
